storeid,itemid,price
393,46,38.91,2020-11-03
810,43,30.63,2020-05-03
260,15,75.33,2020-05-20
1,47,58.64,2020-01-21
706,15,9.26,2020-01-25
870,40,33.28,2020-07-02
565,30,74.26,2020-10-25
898,32,94.6,2020-07-06
233,35,66.42,2020-08-26
191,43,32.67,2020-03-26
566,14,28.36,2020-12-08
330,16,45.15,2020-10-29
577,12,54.86,2020-04-07
216,33,43.11,2020-05-01
1000,2,10.35,2020-12-11
951,37,67.06,2020-01-15
381,34,64.68,2020-08-31
79,35,47.82,2020-01-10
497,4,80.35,2020-06-12
639,4,26.34,2020-03-28
712,15,81.65,2020-06-26
218,26,88.77,2020-02-23
640,14,75.31,2020-05-06
997,28,89.96,2020-11-11
650,46,78.69,2020-01-04
722,26,20.83,2020-05-31
40,27,27.1,2020-01-17
270,36,4.39,2020-10-15
111,17,80.39,2020-01-20
322,50,45.28,2020-07-24
408,20,0.87,2020-10-18
117,9,69.12,2020-09-29
563,5,50.53,2020-10-26
108,24,7.82,2020-01-21
623,27,12.81,2020-11-12
655,20,12.77,2020-11-16
499,14,62.97,2020-08-23
92,14,60.04,2020-04-02
751,21,64.42,2020-11-21
4,19,25.6,2020-12-10
137,11,91.49,2020-05-30
550,2,94.92,2020-02-24
68,21,85.0,2020-04-16
809,6,10.86,2020-10-24
851,46,53.07,2020-04-01
482,15,33.53,2020-03-08
695,39,92.46,2020-09-17
155,16,23.02,2020-07-04
419,33,18.83,2020-01-23
17,43,95.67,2020-07-23
904,5,5.04,2020-04-09
810,22,26.02,2020-08-20
711,8,10.26,2020-02-24
451,26,88.07,2020-04-12
496,17,14.96,2020-10-04
438,37,44.16,2020-12-15
715,9,42.32,2020-02-10
868,39,86.05,2020-07-18
500,34,0.04,2020-05-14
763,17,47.28,2020-10-27
814,4,5.83,2020-01-28
630,33,79.39,2020-03-03
443,24,85.87,2020-05-17
349,28,58.35,2020-04-30
682,16,32.54,2020-03-19
706,28,36.25,2020-11-22
483,5,10.6,2020-02-13
407,36,93.53,2020-05-01
529,4,1.3,2020-01-16
788,38,34.62,2020-07-21
48,48,18.7,2020-04-14
598,17,51.56,2020-02-17
228,6,67.21,2020-04-26
825,2,4.99,2020-04-16
718,16,13.65,2020-10-10
320,39,96.34,2020-07-21
756,21,62.91,2020-07-31
702,45,7.15,2020-12-09
595,23,67.2,2020-10-02
736,34,19.31,2020-03-09
982,41,72.46,2020-10-09
528,28,99.85,2020-10-14
868,15,21.84,2020-07-27
826,8,57.52,2020-11-05
287,35,70.5,2020-11-26
530,3,4.04,2020-01-20
112,9,14.01,2020-07-03
989,37,12.79,2020-01-14
747,17,94.94,2020-12-06
331,33,50.4,2020-04-27
999,49,72.0,2020-12-03
483,32,25.11,2020-12-20
797,1,33.74,2020-05-20
183,49,82.49,2020-06-20
132,38,23.79,2020-03-08
581,32,72.56,2020-07-01
203,13,2.31,2020-08-18
492,37,64.03,2020-03-22
747,43,49.22,2020-03-08
374,14,86.65,2020-10-09
312,25,42.39,2020-02-10
866,2,65.68,2020-02-27
541,8,69.52,2020-04-19
393,29,17.86,2020-07-03
377,6,57.53,2020-04-05
324,48,26.18,2020-10-26
591,23,42.74,2020-07-23
269,41,28.64,2020-01-01
480,21,3.87,2020-02-05
874,37,39.17,2020-05-24
794,10,58.12,2020-12-02
777,10,23.01,2020-03-22
736,42,34.24,2020-05-13
965,33,79.27,2020-01-09
682,13,82.31,2020-08-27
51,13,24.64,2020-07-05
78,5,97.54,2020-04-18
345,39,76.18,2020-01-18
731,31,55.14,2020-04-07
697,41,90.9,2020-10-03
983,3,57.63,2020-05-21
317,27,99.03,2020-12-23
867,49,21.03,2020-08-16
465,11,61.42,2020-08-16
767,29,77.98,2020-03-18
554,21,10.12,2020-08-09
524,27,29.45,2020-08-03
147,38,16.03,2020-08-15
631,49,11.16,2020-03-12
922,33,88.46,2020-05-07
447,38,60.13,2020-06-16
642,43,56.98,2020-11-15
30,44,22.8,2020-11-09
768,26,8.47,2020-12-01
174,22,93.16,2020-02-25
128,29,63.06,2020-02-19
615,28,36.91,2020-12-09
459,5,21.5,2020-03-29
866,11,95.08,2020-07-13
224,39,30.01,2020-04-22
804,44,80.09,2020-01-30
547,36,48.87,2020-05-20
464,3,16.91,2020-08-08
534,4,37.54,2020-10-19
757,3,28.91,2020-11-09
849,14,97.32,2020-02-25
451,10,57.69,2020-05-24
83,42,50.6,2020-01-28
513,4,60.34,2020-08-10
196,34,39.73,2020-09-12
3,42,23.79,2020-01-17
755,39,11.33,2020-04-27
734,4,11.32,2020-11-01
421,46,71.06,2020-08-05
441,24,60.34,2020-07-22
72,17,14.22,2020-04-22
289,49,15.25,2020-05-04
490,47,1.4,2020-11-13
558,22,5.03,2020-01-31
477,29,73.11,2020-01-20
18,9,70.43,2020-05-02
948,34,8.32,2020-02-28
797,7,56.37,2020-07-14
418,22,71.47,2020-05-30
270,36,52.35,2020-01-16
398,11,35.64,2020-12-02
69,18,52.19,2020-03-08
85,14,86.1,2020-09-09
484,1,79.25,2020-04-19
156,50,61.35,2020-10-07
871,1,41.27,2020-02-26
809,5,57.71,2020-10-31
130,40,92.63,2020-04-20
188,9,41.59,2020-08-28
177,37,6.6,2020-04-18
605,21,74.09,2020-12-16
665,19,97.5,2020-09-25
733,48,97.5,2020-12-22
374,28,48.79,2020-01-06
997,34,77.18,2020-12-20
172,12,3.5,2020-12-04
784,27,39.75,2020-12-17
221,23,15.31,2020-06-13
800,15,52.37,2020-07-22
200,2,37.29,2020-01-18
82,21,35.24,2020-04-28
170,18,54.06,2020-07-21
14,17,55.64,2020-09-12
586,26,4.13,2020-12-21
561,45,31.43,2020-01-05
405,23,33.65,2020-09-26
789,40,27.28,2020-06-09
343,10,71.79,2020-05-30
446,37,37.13,2020-11-26
735,37,82.24,2020-12-29
226,13,44.0,2020-06-24
410,19,4.23,2020-12-09
145,23,1.14,2020-03-29
519,7,32.68,2020-07-31
351,35,32.3,2020-05-08
774,16,70.65,2020-06-16
802,42,7.1,2020-12-28
341,35,16.41,2020-07-24
421,11,41.78,2020-12-19
476,44,38.5,2020-12-29
683,14,31.07,2020-01-19
249,28,6.76,2020-01-24
860,27,72.4,2020-09-05
695,9,68.74,2020-04-24
201,47,65.19,2020-09-20
267,36,68.18,2020-11-02
696,42,81.4,2020-04-06
832,25,65.29,2020-04-07
88,43,76.11,2020-11-19
831,3,33.18,2020-03-29
890,12,15.61,2020-03-18
651,46,74.2,2020-07-22
887,15,84.03,2020-12-29
924,50,49.87,2020-08-08
175,2,82.74,2020-12-13
327,17,32.75,2020-09-16
786,47,79.32,2020-02-04
151,23,11.77,2020-11-08
281,32,66.69,2020-07-11
62,50,47.98,2020-07-11
668,3,58.47,2020-08-08
550,10,69.77,2020-12-14
76,25,4.12,2020-08-19
569,39,8.24,2020-07-28
652,13,69.75,2020-03-12
739,37,8.52,2020-08-12
469,50,76.52,2020-11-14
537,4,13.79,2020-10-02
492,47,11.16,2020-12-02
313,25,84.9,2020-01-23
938,41,41.38,2020-07-14
39,4,75.58,2020-07-01
362,17,21.33,2020-08-16
848,17,35.77,2020-01-10
121,1,33.99,2020-04-21
101,3,93.53,2020-12-05
647,24,53.98,2020-04-17
243,25,43.06,2020-01-21
688,19,88.72,2020-06-24
6,25,8.45,2020-11-03
724,29,93.86,2020-12-06
760,2,88.77,2020-07-18
670,8,7.62,2020-08-17
24,9,77.66,2020-10-07
634,18,8.03,2020-10-23
836,48,83.66,2020-02-08
322,28,45.83,2020-12-20
837,37,78.01,2020-02-12
890,47,2.59,2020-11-24
415,2,80.58,2020-08-21
317,8,15.11,2020-02-18
111,27,6.8,2020-07-04
774,34,75.62,2020-06-03
290,50,78.01,2020-11-01
562,13,43.5,2020-06-10
266,45,10.21,2020-05-24
439,47,83.77,2020-10-20
936,9,95.27,2020-07-26
729,18,43.07,2020-03-26
879,41,6.87,2020-08-06
449,1,11.44,2020-05-14
631,14,70.92,2020-10-24
26,50,35.73,2020-04-27
243,39,82.99,2020-10-05
381,35,83.58,2020-08-22
834,13,29.05,2020-01-29
5,14,49.21,2020-08-06
236,16,13.68,2020-08-29
627,5,32.0,2020-02-28
145,27,18.31,2020-02-02
932,30,94.0,2020-08-21
726,6,27.41,2020-04-19
778,26,73.68,2020-02-16
811,25,43.14,2020-01-15
944,7,43.28,2020-06-27
478,19,41.47,2020-01-29
266,39,39.0,2020-02-20
764,47,93.16,2020-12-13
669,26,90.92,2020-07-09
691,37,91.01,2020-04-10
471,36,10.23,2020-08-19
721,24,12.62,2020-03-03
345,5,13.33,2020-03-27
89,8,71.09,2020-06-17
295,35,61.24,2020-05-22
212,14,26.23,2020-01-17
341,12,59.79,2020-05-31
519,33,54.37,2020-01-09
432,44,12.24,2020-01-14
877,9,92.58,2020-11-12
128,25,24.47,2020-07-11
780,3,3.23,2020-01-27
895,20,2.07,2020-01-24
859,28,17.13,2020-11-10
454,26,14.99,2020-05-08
353,13,4.84,2020-08-31
900,19,89.89,2020-01-27
641,26,66.43,2020-10-04
276,13,99.75,2020-06-04
297,37,30.33,2020-11-12
526,14,26.13,2020-05-09
734,39,55.1,2020-05-27
866,36,3.35,2020-09-13
411,48,89.43,2020-07-07
796,13,41.0,2020-10-23
359,35,96.67,2020-09-30
723,46,11.33,2020-11-04
652,4,7.03,2020-01-25
439,40,69.32,2020-03-16
740,28,52.77,2020-11-29
43,11,14.37,2020-02-03
641,6,1.92,2020-04-20
178,38,75.17,2020-08-23
225,45,51.31,2020-08-10
159,5,44.36,2020-10-03
770,23,15.43,2020-07-26
655,35,56.63,2020-12-05
353,12,18.83,2020-04-17
209,20,35.17,2020-03-23
282,14,69.61,2020-05-27
908,46,20.42,2020-03-09
292,20,98.05,2020-10-13
340,32,23.86,2020-10-19
224,5,1.48,2020-03-24
815,14,36.21,2020-05-11
321,38,75.03,2020-12-09
761,6,7.36,2020-05-27
675,17,68.85,2020-02-14
734,7,0.66,2020-04-24
581,9,47.66,2020-08-19
996,16,98.77,2020-09-04
398,13,98.96,2020-01-15
36,1,99.14,2020-01-28
932,22,84.74,2020-01-29
253,30,66.59,2020-07-19
904,50,75.0,2020-07-27
164,28,27.6,2020-04-03
781,25,30.88,2020-07-24
226,40,7.0,2020-09-08
579,40,3.29,2020-11-03
979,31,22.52,2020-09-28
678,48,12.72,2020-06-21
131,4,12.04,2020-01-12
558,38,12.61,2020-05-14
548,13,19.77,2020-02-15
116,44,72.09,2020-02-18
931,29,78.75,2020-05-11
761,17,20.53,2020-09-13
287,15,75.07,2020-08-29
678,42,83.44,2020-11-09
716,35,31.29,2020-02-25
703,4,96.9,2020-07-16
704,41,39.32,2020-11-18
75,24,70.15,2020-08-03
947,48,91.05,2020-07-17
10,50,5.67,2020-04-20
101,9,26.77,2020-04-30
151,16,68.48,2020-07-19
206,13,9.77,2020-01-12
235,25,62.71,2020-03-17
401,46,2.53,2020-04-22
849,32,37.59,2020-10-15
310,10,42.37,2020-07-29
375,45,67.98,2020-03-31
181,6,20.34,2020-12-08
695,30,6.97,2020-07-05
142,35,18.75,2020-01-02
824,18,47.08,2020-01-01
547,9,94.87,2020-09-15
33,34,27.55,2020-03-04
865,19,85.94,2020-08-15
253,8,23.86,2020-12-15
742,23,3.19,2020-06-07
307,48,76.33,2020-10-27
703,27,84.88,2020-03-10
835,40,24.47,2020-04-16
99,2,31.03,2020-02-27
863,25,89.71,2020-01-03
290,38,6.63,2020-09-09
345,9,25.96,2020-02-09
887,26,61.15,2020-07-28
384,41,3.89,2020-10-21
686,12,65.76,2020-11-07
192,5,31.67,2020-06-16
688,38,1.66,2020-09-02
981,17,28.13,2020-12-12
126,43,1.52,2020-08-08
281,32,1.12,2020-12-16
622,41,31.85,2020-01-06
969,23,29.63,2020-07-27
694,29,13.58,2020-09-13
395,42,24.45,2020-03-03
809,49,62.19,2020-08-28
975,12,33.97,2020-01-13
927,35,16.58,2020-07-14
86,14,71.94,2020-03-02
307,44,9.22,2020-08-24
155,13,62.43,2020-08-10
773,28,74.58,2020-12-19
773,36,15.95,2020-11-06
237,8,94.48,2020-08-06
700,7,4.76,2020-10-30
676,36,74.68,2020-01-24
177,33,52.27,2020-04-27
683,12,93.55,2020-06-14
613,39,84.01,2020-07-05
427,9,74.32,2020-03-12
948,11,8.62,2020-08-11
283,3,80.05,2020-02-19
875,6,11.18,2020-10-13
167,15,48.61,2020-02-13
959,50,48.36,2020-01-29
693,8,12.61,2020-09-07
100,25,39.11,2020-07-04
146,16,12.72,2020-06-18
712,38,14.91,2020-03-04
661,20,33.95,2020-10-15
750,11,61.64,2020-10-20
191,41,67.73,2020-07-03
489,45,21.31,2020-06-10
545,29,30.11,2020-07-01
397,16,36.47,2020-04-30
589,16,68.7,2020-07-23
904,2,59.54,2020-03-19
557,28,78.97,2020-05-29
587,22,60.88,2020-03-30
838,25,13.2,2020-06-28
906,35,90.11,2020-06-12
762,38,9.91,2020-08-08
352,9,53.98,2020-09-08
881,18,57.88,2020-09-07
361,30,77.87,2020-10-14
950,41,37.64,2020-02-25
120,35,75.94,2020-09-22
987,42,89.53,2020-03-30
590,3,24.3,2020-08-15
2,33,72.06,2020-01-16
170,46,31.13,2020-12-21
554,37,35.24,2020-02-08
53,24,22.11,2020-07-28
74,2,27.66,2020-05-31
347,44,51.5,2020-04-23
386,15,22.3,2020-03-10
621,41,68.17,2020-09-26
203,22,96.29,2020-11-01
840,18,25.19,2020-05-04
853,19,27.58,2020-05-09
975,9,99.07,2020-12-12
970,11,92.41,2020-07-15
706,28,4.2,2020-07-03
735,18,62.39,2020-09-28
978,25,32.87,2020-06-09
345,14,93.21,2020-10-05
604,4,96.04,2020-05-25
348,21,71.33,2020-09-27
434,41,44.52,2020-11-13
231,5,42.45,2020-10-30
132,34,91.1,2020-07-17
984,25,50.06,2020-05-22
989,1,41.96,2020-01-01
677,17,91.7,2020-12-19
74,20,57.76,2020-04-23
247,20,71.86,2020-01-08
744,44,0.31,2020-01-30
275,1,12.02,2020-08-09
537,34,72.27,2020-05-28
839,14,76.41,2020-06-07
505,8,30.29,2020-01-25
478,41,7.01,2020-04-02
783,50,12.25,2020-06-14
164,47,29.22,2020-08-22
947,49,66.49,2020-05-28
605,45,75.99,2020-04-28
924,31,96.87,2020-05-14
442,39,83.85,2020-06-20
832,24,96.13,2020-02-04
330,47,63.79,2020-08-08
176,14,39.78,2020-11-09
486,21,6.64,2020-10-12
743,45,14.84,2020-01-30
780,33,9.69,2020-07-03
534,50,83.9,2020-02-13
451,46,49.07,2020-05-22
584,44,50.51,2020-09-17
419,50,82.39,2020-10-16
997,16,17.35,2020-04-18
13,44,38.33,2020-02-06
584,28,22.94,2020-10-22
720,18,61.11,2020-06-17
484,25,30.84,2020-11-30
651,6,31.98,2020-01-17
537,10,76.88,2020-08-27
76,18,64.44,2020-07-19
271,50,34.35,2020-08-08
285,33,57.48,2020-08-14
855,15,60.73,2020-02-27
964,29,69.16,2020-01-09
839,18,78.0,2020-09-05
838,21,54.4,2020-08-07
720,30,76.09,2020-08-26
963,19,75.35,2020-08-05
985,17,30.82,2020-07-26
80,19,82.06,2020-05-11
998,42,50.26,2020-03-29
460,47,96.85,2020-05-07
729,18,82.34,2020-07-16
144,26,29.64,2020-05-16
938,16,5.09,2020-01-21
291,8,39.13,2020-03-14
815,22,25.68,2020-03-20
370,23,60.01,2020-05-31
824,17,4.67,2020-11-02
461,44,1.03,2020-12-23
195,33,34.84,2020-06-28
250,5,12.29,2020-10-02
396,11,97.81,2020-04-23
188,22,49.78,2020-04-20
467,30,30.36,2020-02-02
617,15,8.7,2020-08-11
811,49,71.37,2020-05-24
496,29,2.31,2020-08-10
510,12,13.61,2020-09-11
756,40,58.64,2020-02-07
671,9,22.71,2020-06-10
890,23,81.18,2020-02-01
585,19,17.76,2020-12-20
586,10,48.63,2020-04-21
69,37,89.9,2020-02-18
606,41,54.86,2020-11-01
312,41,93.58,2020-07-08
336,16,52.08,2020-04-28
57,24,68.98,2020-09-28
321,16,38.76,2020-05-31
329,24,4.88,2020-02-03
65,45,13.46,2020-03-31
286,15,86.66,2020-04-13
636,41,97.22,2020-11-30
225,19,9.14,2020-06-19
412,44,73.58,2020-09-24
589,5,31.58,2020-06-10
750,20,52.4,2020-07-05
479,39,68.72,2020-07-17
545,45,57.63,2020-03-10
842,24,43.11,2020-07-26
427,35,51.59,2020-10-15
76,23,46.3,2020-09-26
764,41,95.98,2020-02-12
26,6,19.32,2020-11-27
494,43,87.29,2020-02-11
154,30,33.51,2020-12-08
802,18,57.48,2020-02-28
975,29,50.03,2020-11-10
117,37,65.0,2020-10-09
13,50,43.93,2020-11-15
585,41,74.45,2020-08-15
591,17,31.4,2020-12-20
84,35,12.48,2020-10-15
212,47,49.09,2020-06-04
170,1,16.43,2020-05-04
481,37,11.9,2020-03-31
86,34,43.57,2020-12-18
303,13,17.63,2020-07-24
523,22,55.64,2020-08-26
844,35,81.39,2020-09-29
426,4,16.42,2020-02-21
970,48,17.14,2020-07-10
452,25,81.53,2020-03-11
737,15,67.11,2020-01-21
878,5,46.69,2020-11-12
199,48,53.27,2020-12-19
406,46,7.54,2020-10-09
696,24,91.1,2020-02-03
502,41,18.26,2020-03-19
874,48,25.67,2020-03-07
224,19,14.83,2020-05-18
404,46,36.91,2020-04-15
178,28,83.71,2020-09-29
407,46,92.11,2020-09-16
632,11,87.48,2020-11-07
254,43,31.62,2020-03-28
318,19,26.16,2020-03-30
579,32,38.72,2020-11-18
774,25,86.5,2020-05-16
872,31,85.77,2020-03-01
192,9,99.22,2020-05-08
41,47,54.32,2020-10-08
35,41,2.79,2020-06-05
218,37,93.17,2020-09-14
421,43,0.07,2020-02-23
996,25,33.76,2020-10-10
310,11,11.85,2020-08-02
201,31,41.48,2020-04-18
190,17,36.21,2020-09-03
190,32,45.67,2020-01-14
196,5,62.38,2020-08-24
606,33,30.89,2020-10-04
591,31,36.52,2020-09-27
873,16,52.67,2020-09-19
987,42,61.57,2020-04-23
919,12,98.8,2020-09-04
960,37,80.74,2020-08-03
338,44,15.31,2020-02-29
830,14,27.91,2020-02-20
271,24,84.58,2020-04-02
662,7,77.52,2020-10-22
145,1,94.6,2020-11-12
919,22,92.51,2020-12-13
674,49,17.34,2020-10-21
209,21,27.75,2020-08-14
385,31,98.52,2020-06-25
155,13,54.78,2020-01-09
7,20,3.01,2020-12-12
34,3,67.46,2020-01-14
858,27,56.3,2020-01-18
774,41,17.66,2020-03-21
857,3,59.02,2020-08-02
676,10,33.38,2020-06-02
614,12,64.75,2020-05-14
66,12,44.64,2020-08-12
786,42,6.39,2020-02-20
353,19,74.89,2020-01-14
573,39,24.9,2020-04-12
496,5,6.55,2020-04-06
4,34,90.7,2020-11-27
74,40,78.69,2020-05-02
626,41,21.18,2020-12-04
506,7,74.33,2020-04-05
334,42,3.38,2020-04-25
865,15,4.23,2020-06-07
344,45,93.25,2020-05-14
951,28,99.97,2020-09-14
107,14,58.85,2020-06-23
942,20,22.01,2020-06-27
969,18,89.57,2020-01-11
881,48,17.51,2020-09-22
716,17,64.0,2020-02-29
174,4,20.91,2020-04-06
960,3,87.4,2020-05-02
439,40,76.67,2020-05-04
430,30,87.05,2020-06-24
798,19,59.3,2020-12-29
860,1,80.35,2020-12-29
236,37,28.4,2020-12-29
853,34,64.53,2020-09-07
277,7,14.55,2020-02-04
922,16,2.51,2020-11-29
403,42,57.61,2020-05-24
863,11,79.84,2020-04-04
961,38,85.49,2020-09-13
800,13,33.93,2020-04-02
733,19,83.63,2020-01-26
402,2,3.23,2020-04-11
372,13,81.43,2020-03-07
658,16,30.14,2020-09-22
202,3,39.7,2020-04-07
720,17,56.89,2020-11-13
759,1,22.61,2020-02-26
800,20,3.49,2020-04-04
867,16,1.52,2020-05-25
322,50,99.36,2020-06-26
790,22,25.12,2020-06-14
436,23,85.15,2020-11-16
222,33,28.66,2020-10-15
765,50,47.14,2020-06-14
692,34,84.56,2020-10-07
219,43,60.49,2020-06-07
283,1,56.83,2020-07-31
768,11,22.19,2020-07-26
955,21,31.31,2020-11-16
622,47,2.1,2020-05-25
653,19,22.65,2020-05-04
419,43,1.5,2020-03-15
65,5,98.73,2020-11-18
623,25,5.74,2020-08-30
379,38,90.19,2020-07-02
192,17,37.74,2020-02-28
480,39,94.13,2020-02-18
539,9,68.39,2020-09-20
522,30,86.92,2020-10-31
53,18,72.67,2020-05-13
343,33,22.35,2020-03-04
777,45,56.9,2020-10-27
756,22,26.03,2020-05-15
141,40,65.38,2020-06-05
923,34,27.38,2020-01-07
198,44,87.54,2020-06-01
697,13,27.09,2020-03-25
517,45,95.73,2020-12-04
88,47,69.98,2020-07-19
16,5,9.06,2020-08-28
84,26,19.32,2020-12-05
930,31,31.62,2020-06-02
888,31,10.42,2020-09-02
486,13,26.04,2020-04-17
515,18,51.04,2020-09-25
747,43,79.75,2020-01-23
397,4,90.33,2020-12-09
12,18,43.23,2020-12-04
980,26,79.44,2020-02-21
898,13,95.1,2020-05-24
809,28,10.34,2020-05-31
778,42,61.06,2020-01-14
741,38,53.29,2020-12-20
326,44,52.59,2020-01-01
672,22,9.66,2020-10-23
778,16,39.19,2020-05-08
21,32,36.01,2020-07-22
542,48,70.66,2020-11-26
200,37,5.88,2020-11-07
184,47,78.1,2020-08-14
164,25,61.12,2020-10-07
947,38,29.62,2020-10-25
1000,23,62.49,2020-02-02
487,13,43.89,2020-10-27
718,20,59.94,2020-12-17
755,50,74.38,2020-10-10
509,12,6.04,2020-09-09
217,50,98.57,2020-06-25
160,5,64.1,2020-08-28
585,40,16.31,2020-03-22
468,1,79.31,2020-09-26
578,8,3.78,2020-10-19
377,12,21.51,2020-08-17
656,7,98.33,2020-12-16
443,4,14.21,2020-08-28
199,4,79.28,2020-05-18
103,27,86.93,2020-04-27
923,46,87.86,2020-04-12
781,48,54.65,2020-04-16
25,47,6.74,2020-06-17
625,37,79.45,2020-06-03
513,32,52.45,2020-07-12
51,40,43.92,2020-05-31
353,50,63.08,2020-12-05
26,9,30.54,2020-03-03
722,41,41.25,2020-12-03
96,29,10.31,2020-02-18
976,13,31.95,2020-01-06
430,14,49.23,2020-11-11
383,49,15.01,2020-02-29
101,28,88.38,2020-10-24
216,2,64.17,2020-09-10
640,41,92.64,2020-05-15
131,27,45.44,2020-05-23
152,2,95.05,2020-08-21
829,37,66.25,2020-03-14
670,1,77.62,2020-07-11
483,5,70.21,2020-12-11
217,36,79.87,2020-12-07
151,34,54.79,2020-06-10
434,5,82.03,2020-09-11
574,46,92.43,2020-10-25
863,24,25.67,2020-06-22
33,18,53.77,2020-10-10
492,12,20.08,2020-04-30
254,34,46.2,2020-05-04
328,14,3.17,2020-02-15
934,10,33.46,2020-10-18
567,10,88.02,2020-12-07
432,38,49.22,2020-04-24
631,32,83.31,2020-06-16
357,23,58.53,2020-08-19
909,36,42.02,2020-09-07
361,14,38.54,2020-03-02
593,40,17.07,2020-07-19
926,18,66.1,2020-07-14
899,22,77.66,2020-04-09
798,3,94.21,2020-03-22
508,31,38.88,2020-11-14
501,11,44.78,2020-04-06
872,48,36.38,2020-04-14
611,23,26.83,2020-06-04
874,34,53.87,2020-04-13
53,9,34.99,2020-12-05
672,48,50.6,2020-03-18
543,1,16.83,2020-07-27
641,3,19.95,2020-08-07
34,32,84.75,2020-11-30
190,41,74.76,2020-03-06
44,3,21.94,2020-08-30
866,48,74.52,2020-07-04
822,47,25.54,2020-01-25
408,41,88.18,2020-07-31
627,46,73.53,2020-11-29
755,27,47.84,2020-04-24
727,26,59.22,2020-12-20
802,26,6.6,2020-07-04
924,36,88.49,2020-03-18
417,27,23.95,2020-01-12
231,13,56.09,2020-11-28
17,3,91.4,2020-10-07
374,10,7.83,2020-09-25
95,40,4.07,2020-04-12
928,33,0.96,2020-05-16
56,31,20.22,2020-01-12
180,18,43.1,2020-12-27
373,47,94.19,2020-05-04
253,39,29.51,2020-04-13
514,8,98.57,2020-10-21
298,46,3.96,2020-12-11
21,28,15.11,2020-11-09
307,5,7.43,2020-08-07
504,44,49.12,2020-07-19
529,35,58.67,2020-05-27
406,4,41.64,2020-01-11
658,7,16.71,2020-10-31
716,37,97.71,2020-02-09
700,42,28.45,2020-06-13
628,14,18.08,2020-09-08
694,32,84.59,2020-06-20
429,14,48.38,2020-06-24
290,8,92.73,2020-12-03
34,23,97.68,2020-05-31
805,20,47.08,2020-03-22
45,22,27.95,2020-06-29
737,26,76.7,2020-02-24
742,43,42.96,2020-08-19
831,36,81.49,2020-10-23
843,34,86.24,2020-06-23
699,40,15.6,2020-05-13
965,2,66.31,2020-12-14
135,33,88.52,2020-09-03
499,40,1.24,2020-01-03
247,39,1.6,2020-06-02
912,2,8.84,2020-04-13
172,40,44.22,2020-01-01
820,47,67.68,2020-04-06
351,34,0.45,2020-07-29
972,13,75.28,2020-02-11
305,13,21.96,2020-06-17
926,25,52.01,2020-08-19
358,25,49.17,2020-03-09
959,33,52.08,2020-01-12
996,21,84.58,2020-12-03
37,5,77.32,2020-05-09
63,43,70.8,2020-12-06
387,17,51.62,2020-11-12
174,38,19.03,2020-07-16
313,44,64.0,2020-10-24
311,50,31.47,2020-12-01
783,28,83.12,2020-07-13
486,24,21.13,2020-01-05
371,42,82.43,2020-09-18
991,11,99.24,2020-05-16
683,1,88.1,2020-02-19
490,31,19.29,2020-01-03
600,15,71.57,2020-01-02
878,29,11.52,2020-03-05
334,18,11.8,2020-07-21
490,8,66.76,2020-06-28
549,34,93.38,2020-12-19
478,3,50.69,2020-04-12
626,34,41.27,2020-07-26
47,26,87.08,2020-04-20
666,12,95.7,2020-10-08
875,39,93.69,2020-11-28
334,19,10.71,2020-10-11
813,26,89.45,2020-12-24
924,18,49.4,2020-11-22
168,42,5.67,2020-07-04
690,42,60.04,2020-01-10
599,30,72.31,2020-04-20
516,41,5.47,2020-12-11
562,13,47.66,2020-02-26
525,30,71.57,2020-11-12
416,29,2.3,2020-11-15
381,45,80.26,2020-07-27
583,12,73.91,2020-12-24
351,50,93.04,2020-04-21
182,33,8.29,2020-05-13
816,28,53.72,2020-03-30
277,42,15.23,2020-10-18
481,41,57.39,2020-05-15
265,20,70.8,2020-05-24
592,4,3.79,2020-11-05
284,31,35.4,2020-07-15
369,3,26.4,2020-05-25
609,33,62.37,2020-03-18
404,14,24.73,2020-08-25
293,11,96.08,2020-09-05
571,31,12.17,2020-01-23
596,36,42.19,2020-06-28
569,46,42.73,2020-09-25
68,22,29.64,2020-07-06
586,14,86.61,2020-10-12
559,41,45.33,2020-11-16
908,48,96.71,2020-02-21
262,12,78.54,2020-02-11
238,22,16.73,2020-09-05
919,39,18.42,2020-07-06
494,31,81.04,2020-05-27
113,15,22.73,2020-10-30
848,38,72.03,2020-08-06
187,5,26.31,2020-12-25
543,3,11.3,2020-12-29
597,23,45.86,2020-01-09
116,43,79.52,2020-03-13
960,22,57.73,2020-07-20
415,7,63.59,2020-08-25
829,40,7.54,2020-11-24
674,5,33.13,2020-04-18
374,18,65.65,2020-03-20
266,29,79.25,2020-11-15
801,11,96.82,2020-07-23
733,15,58.22,2020-11-27
553,48,20.94,2020-03-10
827,18,5.87,2020-04-15
265,48,55.29,2020-08-19
861,29,77.78,2020-12-18
969,41,85.02,2020-06-10
966,7,99.48,2020-08-18
383,19,9.38,2020-11-09
93,3,53.01,2020-10-04
359,43,44.19,2020-08-23
243,18,17.48,2020-07-25
852,36,67.76,2020-11-21
890,35,92.9,2020-07-10
314,10,73.4,2020-06-21
707,14,39.58,2020-12-18
47,49,23.47,2020-02-11
806,5,50.39,2020-02-28
250,8,39.84,2020-12-19
391,4,27.61,2020-12-18
267,41,69.69,2020-05-24
665,45,41.78,2020-05-02
971,24,31.37,2020-09-05
621,24,95.2,2020-07-05
